No,torch_tf_max_diff,torch_tf_mean_diff,tfjschrome_torch_max_diff,tfjschrome_torch_mean_diff,tfjschrome_tf_max_diff,tfjschrome_tf_mean_diff,channels,model,fail_time
993,1.79E-07,1.22E-08,7.15E-07,2.51E-08,7.15E-07,2.97E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:6 9:7 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:8 operator:10  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:17  from:8 to:9 operator:-1  ,647
995,0,0,9.54E-07,3.64E-08,9.54E-07,3.64E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:6 8:6 9:6 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:11  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:7 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,648
996,1.19E-07,6.94E-10,7.15E-07,2.20E-08,7.15E-07,2.20E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:4 7:4 8:5 9:5 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:1 to:6 operator:-1  from:1 to:8 operator:4  from:2 to:3 operator:13  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,648
998,0,0,4.77E-07,3.35E-08,4.77E-07,3.35E-08,0:1 1:1 2:1 3:2 4:4 5:4 6:4 7:4 8:4 9:4 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:1 to:4 operator:11  from:2 to:3 operator:8  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,649
999,2.98E-07,5.76E-09,4.77E-07,1.75E-08,4.77E-07,1.76E-08,0:1 1:1 2:2 3:3 4:4 5:4 6:5 7:6 8:6 9:7 ,from:0 to:1 operator:-1  from:0 to:2 operator:9  from:0 to:3 operator:4  from:0 to:4 operator:16  from:0 to:6 operator:8  from:0 to:7 operator:17  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:9 operator:17  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,649
1005,1.79E-07,1.09E-08,4.77E-07,2.28E-08,4.77E-07,2.68E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:6 9:8 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:1 to:9 operator:8  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:8 operator:10  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:17  from:8 to:9 operator:-1  ,654
1009,0,0,4.77E-07,2.68E-08,4.77E-07,2.68E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:4 7:4 8:4 9:4 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:6 operator:12  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,657
1010,2.98E-07,1.50E-08,2.38E-07,2.71E-08,2.38E-07,2.97E-08,0:1 1:1 2:1 3:2 4:4 5:4 6:4 7:6 8:10 9:16 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:0 to:7 operator:10  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:4 operator:16  from:2 to:7 operator:11  from:3 to:4 operator:-1  from:4 to:5 operator:9  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:6 to:8 operator:13  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,657
1014,1.79E-07,4.44E-09,4.77E-07,2.30E-08,4.77E-07,2.43E-08,0:1 1:1 2:1 3:2 4:4 5:4 6:6 7:6 8:7 9:7 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:1 to:4 operator:12  from:1 to:6 operator:10  from:2 to:3 operator:-1  from:2 to:6 operator:11  from:2 to:8 operator:17  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,660
1021,1.19E-07,4.41E-09,1.79E-07,1.82E-08,1.79E-07,1.83E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:3 9:3 ,from:0 to:1 operator:-1  from:0 to:3 operator:9  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:13  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,666
1022,1.19E-07,8.27E-09,4.77E-07,2.05E-08,4.77E-07,2.45E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:7 7:7 8:7 9:7 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:6 operator:4  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:6 operator:9  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,666
1025,1.79E-07,3.55E-09,4.77E-07,1.66E-08,4.77E-07,1.77E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:5 7:5 8:9 9:9 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:1 to:6 operator:10  from:2 to:3 operator:-1  from:2 to:6 operator:11  from:2 to:8 operator:17  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:8 operator:8  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,668
1027,2.38E-07,1.39E-08,7.15E-07,2.69E-08,7.15E-07,3.09E-08,0:1 1:1 2:1 3:2 4:4 5:4 6:4 7:4 8:8 9:13 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:1 to:4 operator:5  from:1 to:9 operator:8  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:8 operator:10  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:10  from:8 to:9 operator:-1  ,669
1029,0,0,4.77E-07,3.29E-08,4.77E-07,3.29E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:3 9:7 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:11  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:9 operator:11  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,670
1030,0,0,1.79E-07,1.45E-08,1.79E-07,1.45E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:6 8:6 9:6 ,from:0 to:1 operator:-1  from:0 to:3 operator:12  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:11  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:7 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,670
1032,1.79E-07,5.45E-09,7.15E-07,2.75E-08,7.15E-07,2.97E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:4 7:5 8:5 9:5 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:1 to:6 operator:10  from:1 to:7 operator:4  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,671
1033,2.98E-07,1.14E-08,4.77E-07,3.28E-08,4.77E-07,3.55E-08,0:1 1:1 2:1 3:2 4:4 5:4 6:4 7:6 8:10 9:20 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:0 to:7 operator:10  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:4 operator:16  from:2 to:7 operator:11  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:6 to:8 operator:13  from:6 to:9 operator:10  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,671
1037,0,0,7.15E-07,5.78E-08,7.15E-07,5.78E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:6 8:6 9:6 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:4  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:7 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,674
1039,1.19E-07,8.72E-10,5.96E-07,3.26E-08,5.96E-07,3.26E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:4 7:4 8:4 9:4 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:1 to:6 operator:-1  from:2 to:3 operator:13  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:5  ,675
1041,8.94E-08,5.11E-09,1.79E-07,1.16E-08,1.49E-07,1.11E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:1 8:1 9:2 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:17  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,676
1045,1.79E-07,6.43E-09,4.77E-07,2.97E-08,4.77E-07,3.23E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:5 8:9 9:14 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:0 to:7 operator:10  from:1 to:2 operator:-1  from:1 to:8 operator:16  from:2 to:3 operator:-1  from:2 to:7 operator:11  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:6 to:8 operator:13  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,679
1049,5.96E-08,9.81E-10,4.77E-07,3.03E-08,4.77E-07,3.00E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:4 7:4 8:4 9:8 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:11  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:6 operator:17  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,682
1051,8.94E-08,5.11E-10,7.15E-07,3.27E-08,7.15E-07,3.27E-08,0:1 1:1 2:1 3:2 4:4 5:4 6:5 7:5 8:5 9:6 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:1 to:4 operator:4  from:1 to:6 operator:-1  from:1 to:9 operator:12  from:2 to:3 operator:13  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,683
1057,1.79E-07,8.59E-09,4.77E-07,2.82E-08,4.77E-07,3.18E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:7 9:11 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:0 to:8 operator:12  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:9 operator:8  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:8 operator:10  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:5  from:8 to:9 operator:-1  ,688
1060,0,0,4.77E-07,2.48E-08,4.77E-07,2.48E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:4 7:4 8:4 9:5 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:1 to:6 operator:-1  from:1 to:9 operator:5  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,690
1070,2.38E-07,1.95E-08,4.77E-07,3.32E-08,4.77E-07,3.97E-08,0:1 1:1 2:1 3:2 4:4 5:4 6:4 7:4 8:8 9:12 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:16  from:1 to:4 operator:5  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:8 operator:10  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:10  from:8 to:9 operator:-1  ,699
1072,8.94E-08,1.38E-09,4.77E-07,2.19E-08,4.77E-07,2.16E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:3 9:6 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:17  from:2 to:3 operator:8  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:9 operator:11  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,700
1082,1.19E-07,2.85E-10,4.77E-07,3.57E-08,4.77E-07,3.57E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:6 8:6 9:6 ,from:0 to:1 operator:13  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:11  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:7 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,709
1087,1.79E-07,8.28E-09,7.15E-07,2.78E-08,7.15E-07,3.12E-08,0:1 1:1 2:1 3:2 4:4 5:4 6:4 7:4 8:9 9:13 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:0 to:8 operator:12  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:4 operator:8  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:8 operator:10  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:5  from:8 to:9 operator:-1  ,713
1091,1.79E-07,5.16E-09,4.77E-07,2.48E-08,4.77E-07,2.65E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:4 7:4 8:5 9:6 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:1 to:6 operator:10  from:1 to:9 operator:11  from:2 to:3 operator:-1  from:2 to:8 operator:17  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,716
1092,1.19E-07,9.39E-10,7.15E-07,3.10E-08,7.15E-07,3.10E-08,0:1 1:1 2:1 3:2 4:4 5:4 6:4 7:8 8:8 9:8 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:8  from:2 to:4 operator:17  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:7 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,716
1093,1.79E-07,8.00E-09,7.15E-07,2.28E-08,7.15E-07,2.58E-08,0:1 1:1 2:1 3:3 4:4 5:4 6:4 7:4 8:8 9:16 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:1 to:3 operator:13  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:8 operator:10  from:4 to:9 operator:8  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:5  from:8 to:9 operator:-1  ,716
1097,1.79E-07,1.60E-08,4.77E-07,3.08E-08,4.77E-07,3.67E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:6 8:10 9:16 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:0 to:8 operator:16  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:8 operator:10  from:5 to:6 operator:5  from:5 to:7 operator:10  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,719
1098,1.79E-07,8.87E-09,7.15E-07,2.68E-08,7.15E-07,3.06E-08,0:1 1:1 2:1 3:2 4:4 5:4 6:4 7:4 8:10 9:14 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:0 to:8 operator:12  from:1 to:2 operator:-1  from:1 to:8 operator:9  from:2 to:3 operator:-1  from:2 to:4 operator:8  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:8 operator:10  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:5  from:8 to:9 operator:-1  ,719
1102,1.79E-07,8.03E-09,4.77E-07,2.38E-08,4.77E-07,2.73E-08,0:1 1:1 2:1 3:2 4:4 5:4 6:4 7:4 8:9 9:13 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:0 to:8 operator:12  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:4 operator:8  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:8 operator:10  from:5 to:6 operator:8  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:5  from:8 to:9 operator:-1  ,722
1103,1.79E-07,1.22E-08,1.79E-07,2.19E-08,2.38E-07,2.48E-08,0:1 1:1 2:1 3:2 4:4 5:4 6:4 7:4 8:8 9:12 ,from:0 to:1 operator:-1  from:0 to:3 operator:13  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:1 to:4 operator:5  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:8 operator:10  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:10  from:8 to:9 operator:-1  ,722
1105,2.98E-07,8.49E-09,4.77E-07,3.40E-08,4.77E-07,3.58E-08,0:1 1:1 2:1 3:2 4:4 5:4 6:4 7:6 8:10 9:16 ,from:0 to:1 operator:13  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:0 to:7 operator:10  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:4 operator:16  from:2 to:7 operator:11  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:6 to:8 operator:13  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,723
1106,1.79E-07,5.46E-09,7.15E-07,2.99E-08,7.15E-07,3.20E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:4 7:5 8:5 9:5 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:1 to:6 operator:10  from:1 to:7 operator:5  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,723
1107,2.98E-07,8.00E-09,4.77E-07,3.08E-08,4.77E-07,3.28E-08,0:1 1:1 2:1 3:2 4:4 5:4 6:4 7:6 8:10 9:16 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:0 to:7 operator:10  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:4 operator:16  from:2 to:7 operator:11  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:6 to:8 operator:13  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,723
1108,1.19E-07,9.87E-09,7.15E-07,2.38E-08,7.15E-07,2.86E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:6 7:6 8:6 9:6 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:12  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:6 operator:9  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,723
1109,1.79E-07,1.53E-08,5.96E-07,2.66E-08,5.96E-07,3.10E-08,0:1 1:1 2:2 3:3 4:5 5:5 6:5 7:5 8:10 9:16 ,from:0 to:1 operator:-1  from:0 to:2 operator:9  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:1 to:4 operator:5  from:1 to:9 operator:8  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:8 operator:10  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:10  from:8 to:9 operator:-1  ,723
1112,0,0,4.77E-07,3.57E-08,4.77E-07,3.57E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:6 8:6 9:9 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:11  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:7 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:6 to:9 operator:11  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,725
1116,1.79E-07,1.19E-08,4.77E-07,3.18E-08,4.77E-07,3.72E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:7 9:10 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:0 to:8 operator:16  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:8 operator:10  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:12  ,728
1117,2.38E-07,7.93E-09,4.77E-07,3.23E-08,4.77E-07,3.43E-08,0:1 1:1 2:1 3:2 4:4 5:4 6:4 7:6 8:10 9:16 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:0 to:7 operator:10  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:4 operator:16  from:2 to:7 operator:11  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:8  from:6 to:8 operator:13  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,728
1118,1.79E-07,2.20E-08,1.79E-07,2.81E-08,2.38E-07,3.46E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:3 9:3 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:13  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:10  from:8 to:9 operator:-1  ,728
1120,2.38E-07,1.02E-08,7.15E-07,2.44E-08,7.15E-07,2.81E-08,0:1 1:1 2:1 3:2 4:4 5:4 6:4 7:4 8:8 9:16 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:4 operator:10  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:8 operator:10  from:4 to:9 operator:8  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:5  from:8 to:9 operator:-1  ,729
1121,1.19E-07,2.93E-09,4.77E-07,3.29E-08,4.77E-07,3.31E-08,0:1 1:1 2:1 3:2 4:4 5:4 6:4 7:8 8:8 9:8 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:11  from:2 to:4 operator:9  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:7 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,729
1124,1.79E-07,1.29E-08,7.15E-07,3.06E-08,7.15E-07,3.54E-08,0:1 1:1 2:2 3:3 4:4 5:4 6:4 7:4 8:9 9:13 ,from:0 to:1 operator:-1  from:0 to:2 operator:9  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:0 to:8 operator:16  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:8 operator:10  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,731
1125,1.19E-07,4.12E-10,4.77E-07,1.58E-08,4.77E-07,1.58E-08,0:1 1:1 2:1 3:3 4:4 5:4 6:4 7:4 8:8 9:16 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:1 to:3 operator:13  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:8 operator:11  from:4 to:9 operator:8  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:5  from:8 to:9 operator:-1  ,731
1129,1.79E-07,6.44E-09,7.15E-07,2.78E-08,7.15E-07,2.95E-08,0:1 1:1 2:1 3:2 4:4 5:4 6:4 7:6 8:10 9:16 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:0 to:7 operator:10  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:4 operator:10  from:2 to:7 operator:11  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:6 to:8 operator:13  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,734
